"hosps_0_39","hosps_40_49","hosps_50_59","hosps_60_69","hosps_70_plus","deaths_0_39","deaths_40_49","deaths_50_59","deaths_60_69","deaths_70_plus","cases_0_9","cases_10_19","cases_20_29","cases_30_39","cases_40_49","cases_50_59","cases_60_69","cases_70_plus","sero_pos_1_20_29","sero_pos_1_30_39","sero_pos_1_40_49","sero_pos_1_50_59","sero_pos_1_60_69","sero_pos_1_70_plus","sero_tot_1_20_29","sero_tot_1_30_39","sero_tot_1_40_49","sero_tot_1_50_59","sero_tot_1_60_69","sero_tot_1_70_plus","day","hosps","deaths","cases","sero_pos_1","sero_tot_1","strain_tot","strain_non_variant"
0,0,0,0,0,0,0,0,0,0,2,4,7,10,7,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,0,0,42,NA,NA,NA,NA
0,1,0,2,0,0,0,0,0,0,4,11,14,17,8,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,3,0,64,NA,NA,NA,NA
1,1,1,3,1,0,0,0,0,0,1,0,6,10,8,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,7,0,37,NA,NA,NA,NA
0,1,1,0,1,0,0,1,0,0,0,0,5,10,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,3,1,33,NA,NA,NA,NA
1,0,4,1,4,0,0,0,0,0,7,22,22,38,19,21,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,10,0,140,NA,NA,NA,NA
4,2,3,3,1,0,0,0,0,1,6,7,45,53,28,24,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,13,1,183,NA,NA,NA,NA
2,2,4,3,2,0,0,1,0,0,9,13,45,61,38,30,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,13,1,217,NA,NA,NA,NA
5,2,3,2,3,0,0,0,0,1,7,17,40,44,35,26,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,15,1,189,NA,NA,NA,NA
6,2,3,3,4,0,0,0,0,0,15,24,51,58,47,29,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,18,0,249,NA,NA,NA,NA
3,0,4,2,1,0,0,0,0,2,8,14,16,23,9,14,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,10,2,99,NA,NA,NA,NA
5,0,3,1,3,0,0,0,1,1,3,12,17,25,16,16,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,12,2,96,NA,NA,NA,NA
10,2,5,7,5,0,0,1,0,0,20,52,115,116,93,78,37,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,29,1,524,NA,NA,NA,NA
11,6,5,6,2,0,0,0,0,0,15,49,115,139,113,68,29,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,30,0,546,NA,NA,NA,NA
6,5,9,6,9,0,0,0,0,0,19,71,136,156,121,74,46,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,35,0,640,NA,NA,NA,NA
4,5,10,8,4,0,0,0,0,2,29,63,153,175,125,87,44,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,31,2,687,NA,NA,NA,NA
5,4,9,6,16,0,0,0,0,1,25,88,146,189,120,80,43,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,40,1,723,NA,NA,NA,NA
5,7,9,2,7,0,0,1,4,2,16,34,70,70,68,46,19,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,30,7,347,NA,NA,NA,NA
6,5,3,3,7,0,0,0,0,0,15,46,58,76,54,50,24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,24,0,340,NA,NA,NA,NA
6,4,12,11,7,0,0,1,3,2,29,128,231,301,209,154,76,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,40,6,1159,NA,NA,NA,NA
12,7,9,6,19,0,0,0,1,2,32,143,256,331,262,190,81,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,53,3,1355,NA,NA,NA,NA
11,5,16,13,5,0,0,1,2,3,32,136,243,301,211,172,78,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,50,6,1208,NA,NA,NA,NA
13,6,5,3,10,0,0,0,1,1,33,183,322,382,295,155,62,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,37,2,1465,NA,NA,NA,NA
10,8,13,8,16,0,0,1,3,0,44,186,280,332,273,177,90,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,55,4,1434,NA,NA,NA,NA
5,2,3,9,5,0,0,1,4,5,7,39,47,54,35,25,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,24,10,237,NA,NA,NA,NA
10,3,0,4,2,0,0,0,3,3,4,18,17,24,15,19,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,19,6,116,NA,NA,NA,NA
14,8,15,19,22,0,0,2,2,5,74,325,398,560,463,367,128,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,78,9,2378,NA,NA,NA,NA
16,13,15,12,12,1,0,2,1,3,66,308,342,428,312,230,95,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,68,7,1836,NA,NA,NA,NA
13,12,12,17,13,1,0,1,1,4,62,288,279,351,293,223,118,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,67,7,1663,NA,NA,NA,NA
10,6,14,14,13,0,1,2,4,2,55,211,222,275,225,194,115,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,57,9,1364,NA,NA,NA,NA
6,11,11,11,8,0,2,0,3,6,52,177,182,201,193,148,78,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,47,11,1065,NA,NA,NA,NA
5,3,7,9,6,0,1,1,5,4,12,14,25,40,26,39,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,30,11,195,NA,NA,NA,NA
2,6,9,11,14,1,0,5,4,8,2,19,20,30,35,29,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,42,18,181,NA,NA,NA,NA
12,2,13,19,12,0,0,0,5,8,46,142,213,285,256,202,93,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,58,13,1271,NA,NA,NA,NA
5,3,10,10,18,0,0,6,5,7,44,96,124,194,170,141,74,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,46,18,896,NA,NA,NA,NA
4,4,10,14,14,0,1,1,5,5,18,58,120,156,135,105,58,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,46,12,693,NA,NA,NA,NA
6,2,6,4,9,0,0,3,6,6,17,66,93,97,84,74,46,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,27,15,510,NA,NA,NA,NA
5,5,7,13,10,0,0,2,3,8,15,50,70,101,87,87,54,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,40,13,490,NA,NA,NA,NA
6,4,9,9,13,0,1,0,8,5,7,13,22,27,29,34,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,41,14,177,NA,NA,NA,NA
4,3,5,10,8,0,0,2,2,4,3,2,14,14,15,13,21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,30,8,94,NA,NA,NA,NA
6,3,9,7,8,0,1,1,3,5,16,33,85,142,118,97,36,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,33,10,556,NA,NA,NA,NA
6,3,6,10,7,0,0,2,2,7,12,34,60,76,58,44,38,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,32,11,348,NA,NA,NA,NA
3,3,3,13,10,1,1,0,3,7,12,20,44,65,55,40,34,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,32,12,298,NA,NA,NA,NA
7,1,2,6,8,0,2,3,5,6,7,21,30,53,37,26,23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,24,16,221,NA,NA,NA,NA
5,3,3,5,9,1,2,2,2,5,6,23,35,35,46,31,19,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,25,12,212,NA,NA,NA,NA
0,3,2,3,3,0,0,1,3,3,0,7,15,13,17,13,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,11,7,83,NA,NA,NA,NA
4,1,3,2,6,1,2,3,4,2,1,2,4,11,10,11,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,16,12,58,NA,NA,NA,NA
7,2,4,8,9,0,0,2,0,2,9,16,48,52,43,38,24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,30,4,250,NA,NA,NA,NA
4,4,3,4,3,0,1,1,4,4,9,16,23,33,26,21,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,18,10,150,NA,NA,NA,NA
4,1,4,2,11,1,0,1,1,3,6,10,24,25,25,25,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,22,6,144,NA,NA,NA,NA
6,1,0,3,4,0,2,2,1,3,5,6,23,26,18,19,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,14,8,122,NA,NA,NA,NA
3,1,1,6,6,1,1,1,1,4,7,11,22,19,19,26,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,17,8,130,NA,NA,NA,NA
0,2,1,2,1,0,2,2,3,3,0,5,2,7,10,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,6,10,39,NA,NA,NA,NA
2,0,0,2,1,0,1,1,1,2,2,4,0,3,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,5,5,21,NA,NA,NA,NA
2,2,4,6,7,0,1,1,3,1,11,6,15,20,31,13,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,21,6,129,NA,NA,NA,NA
2,4,1,2,2,0,0,0,0,2,1,3,21,15,16,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,11,2,74,NA,NA,NA,NA
5,3,1,3,8,0,1,0,0,0,2,5,8,21,13,8,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,20,1,75,NA,NA,NA,NA
1,3,0,1,4,1,0,0,1,4,2,3,5,17,11,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,9,6,61,NA,NA,NA,NA
2,0,0,1,4,0,0,0,0,1,9,4,8,10,7,13,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,7,1,66,NA,NA,NA,NA
0,0,1,0,1,0,0,0,0,4,0,2,7,3,1,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,2,4,22,NA,NA,NA,NA
1,0,1,3,3,0,0,2,0,0,0,4,5,4,3,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,8,2,28,NA,NA,NA,NA
0,0,3,0,1,0,0,0,1,1,4,9,15,26,16,14,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,4,2,97,NA,NA,NA,NA
0,1,2,1,3,0,0,0,2,1,2,5,12,11,10,9,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,7,3,59,NA,NA,NA,NA
2,0,2,0,2,0,1,0,1,0,1,7,9,2,9,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,6,2,48,NA,NA,NA,NA
3,0,1,0,0,0,0,0,0,2,5,3,8,6,4,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,4,2,32,NA,NA,NA,NA
2,0,2,1,3,0,0,0,1,1,4,3,4,8,7,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,8,2,36,NA,NA,NA,NA
1,0,2,0,1,0,1,0,1,0,0,2,1,3,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433,4,2,10,NA,NA,NA,NA
0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,4,1,5,NA,NA,NA,NA
2,2,0,2,1,0,0,0,0,0,4,10,8,14,12,11,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,7,0,68,NA,NA,NA,NA
1,2,0,0,1,0,0,0,1,1,4,10,2,6,7,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,4,2,40,NA,NA,NA,NA
1,0,2,1,0,0,0,0,1,0,4,3,1,7,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,4,1,28,NA,NA,NA,NA
0,0,0,1,0,0,0,0,0,1,1,3,0,7,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,1,1,25,NA,NA,NA,NA
2,1,0,0,0,0,0,0,0,0,0,2,7,5,10,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,3,0,31,NA,NA,NA,NA
0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,1,0,12,NA,NA,NA,NA
0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,4,0,5,NA,NA,NA,NA
2,1,1,0,0,0,0,0,0,0,1,5,4,6,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,4,0,28,NA,NA,NA,NA
1,0,1,1,1,0,0,0,0,1,2,3,5,5,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,4,1,22,NA,NA,NA,NA
0,0,0,0,1,0,0,1,0,0,1,1,2,0,4,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,1,1,17,NA,NA,NA,NA
0,1,0,1,0,0,0,0,0,0,1,1,0,10,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,2,0,18,NA,NA,NA,NA
2,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,2,0,11,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,0,1,7,NA,NA,NA,NA
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,0,1,2,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,2,4,3,9,5,6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,2,0,32,NA,NA,NA,NA
2,1,0,0,1,0,0,0,2,0,4,2,3,6,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,4,2,26,NA,NA,NA,NA
0,0,0,0,1,0,0,0,2,0,1,0,2,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,1,2,12,NA,NA,NA,NA
0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,0,1,10,NA,NA,NA,NA
0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,0,1,8,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,1,0,2,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,2,0,4,NA,NA,NA,NA
0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,1,0,13,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,0,0,8,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,0,0,11,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,0,0,9,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,0,0,10,NA,NA,NA,NA
0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,1,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,0,0,7,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,2,0,9,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,103,105,54,48,56,22,169,163,92,79,113,57,499,0,0,3,388,673,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,0,0,8,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,0,0,11,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,2,2,0,4,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,0,0,18,NA,NA,NA,NA
