"hosps_0_39","hosps_40_49","hosps_50_59","hosps_60_69","hosps_70_plus","deaths_0_39","deaths_40_49","deaths_50_59","deaths_60_69","deaths_70_plus","cases_0_9","cases_10_19","cases_20_29","cases_30_39","cases_40_49","cases_50_59","cases_60_69","cases_70_plus","sero_pos_1_20_29","sero_pos_1_30_39","sero_pos_1_40_49","sero_pos_1_50_59","sero_pos_1_60_69","sero_pos_1_70_plus","sero_tot_1_20_29","sero_tot_1_30_39","sero_tot_1_40_49","sero_tot_1_50_59","sero_tot_1_60_69","sero_tot_1_70_plus","day","hosps","deaths","cases","sero_pos_1","sero_tot_1","strain_tot","strain_non_variant"
0,0,1,0,0,0,0,0,0,0,1,3,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,1,0,8,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,0,0,9,NA,NA,NA,NA
0,0,1,1,0,0,0,0,0,0,0,4,2,3,3,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,2,0,18,NA,NA,NA,NA
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,1,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,1,0,12,4,2,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,0,1,23,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,0,0,18,NA,NA,NA,NA
0,0,0,1,0,0,0,0,0,0,0,1,3,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,1,0,10,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,0,0,9,NA,NA,NA,NA
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,2,0,2,NA,NA,NA,NA
0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,3,1,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,0,0,14,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,0,0,15,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,0,0,13,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,0,0,9,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,0,0,7,NA,NA,NA,NA
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,2,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,0,0,17,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,0,0,6,NA,NA,NA,NA
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,0,2,NA,NA,NA,NA
0,0,1,0,1,0,0,0,0,0,1,1,0,3,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,2,0,10,NA,NA,NA,NA
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,1,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,0,0,5,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,1,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,0,0,10,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,0,0,8,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,0,0,3,NA,NA,NA,NA
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,1,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,0,0,11,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,0,0,10,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,0,0,10,NA,NA,NA,NA
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,1,0,4,NA,NA,NA,NA
0,0,0,1,0,0,0,0,0,0,0,2,1,0,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,1,0,10,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,0,0,3,NA,NA,NA,NA
0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,1,0,5,NA,NA,NA,NA
0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,1,0,4,NA,NA,NA,NA
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,3,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,0,0,10,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,0,0,3,NA,NA,NA,NA
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,1,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,0,0,8,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,0,0,0,NA,NA,NA,NA
0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,1,0,4,NA,NA,NA,NA
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,1,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,0,0,7,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,0,0,9,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,0,0,13,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,0,0,7,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,NA,NA,NA,NA
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,1,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,0,0,9,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,3,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,0,0,11,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,0,1,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,0,0,5,NA,NA,NA,NA
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,1,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,0,0,8,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,0,0,7,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,0,0,7,NA,NA,NA,NA
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,1,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,0,0,10,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,0,0,11,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,0,0,9,NA,NA,NA,NA
0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,1,0,7,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,0,0,6,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,0,0,9,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,0,0,7,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,0,0,6,NA,NA,NA,NA
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,1,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,0,0,4,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,1,0,8,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,0,0,3,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,0,0,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,0,0,3,NA,NA,NA,NA
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,1,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,0,1,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,0,0,2,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,0,0,1,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,0,0,4,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,0,0,0,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,0,0,9,NA,NA,NA,NA
0,0,2,1,0,0,0,0,0,0,0,0,5,5,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,3,0,20,NA,NA,NA,NA
0,1,0,1,1,0,0,0,0,0,0,1,3,4,3,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,3,0,13,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,1,0,16,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,1,0,18,NA,NA,NA,NA
3,1,1,0,0,0,0,0,0,0,1,2,2,4,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,5,0,14,NA,NA,NA,NA
0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,2,0,7,NA,NA,NA,NA
1,2,3,1,1,0,0,0,0,0,2,0,5,10,6,8,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,8,0,38,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,5,12,10,4,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,0,0,35,NA,NA,NA,NA
1,1,0,0,0,0,0,0,1,0,1,4,12,19,14,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,2,1,52,NA,NA,NA,NA
